FIPStxt,PCTPOVALL_2013,POP_ESTIMATE_2013,Unemployment_rate_2013,bachelor_or_higher_2013
48417,14.7,"3,374",3.3,25.4
48419,21.0,"25,865",7.3,13.7
48421,12.6,"3,085",4.0,20.0
48423,16.8,"216,670",6.5,24.5
48425,11.5,"8,624",6.0,29.0
48427,36.3,"62,390",14.8,8.6
48429,19.9,"9,350",5.1,15.6
48431,12.9,"1,230",3.8,22.3
48433,15.8,"1,430",4.6,20.2
48435,13.0,"4,001",4.5,17.9
48437,21.0,"7,761",8.4,16.3
48439,15.2,"1,913,943",6.0,29.5
48441,17.0,"133,866",5.2,24.4
48443,18.6,905,4.8,17.4
48445,22.4,"12,739",5.9,15.5
48447,15.1,"1,598",4.9,19.8
48449,20.8,"32,654",7.3,13.8
48451,14.5,"114,955",5.1,21.6
48453,15.9,"1,122,748",5.0,44.9
48455,20.9,"14,401",7.3,9.9
48457,20.9,"21,453",10.1,11.8
48459,18.1,"39,790",6.3,13.3
48461,13.8,"3,358",4.1,11.5
48463,24.8,"26,916",7.0,14.5
48465,23.9,"49,059",7.3,15.3
48467,16.2,"52,462",6.4,13.5
48469,15.8,"90,123",5.3,16.3
48471,25.5,"69,452",6.5,17.9
48473,19.4,"45,484",6.4,19.0
48475,13.7,"11,245",4.6,12.5
48477,14.2,"34,169",5.4,23.5
48479,30.6,"263,772",6.1,17.2
48481,18.7,"41,215",5.9,14.6
48483,13.1,"5,740",4.3,18.4
48485,19.5,"132,343",5.8,20.1
48487,17.5,"13,154",5.7,16.5
48489,43.1,"21,953",15.6,8.8
48491,7.8,"471,225",5.2,38.0
48493,11.3,"45,438",5.2,18.0
48495,14.5,"7,624",5.2,9.6
48497,11.3,"61,003",5.9,16.1
48499,15.7,"42,570",7.1,17.0
48501,12.6,"8,160",3.8,15.0
48503,18.2,"18,356",5.1,16.7
48505,29.5,"14,356",6.2,8.5
48507,33.4,"12,211",14.3,9.4
49000,12.6,"2,902,787",4.7,30.3
49001,10.6,"6,462",4.7,17.0
49003,10.4,"50,864",4.8,21.2
49005,14.2,"117,326",4.0,36.9
49007,16.1,"20,931",6.4,12.6
49009,7.5,"1,130",5.1,18.8
49011,8.2,"322,754",4.3,34.1
49013,10.5,"20,106",4.3,16.0
49015,13.0,"10,716",6.2,12.5
49017,12.0,"5,065",9.3,20.1
49019,14.8,"9,367",7.9,25.2
49021,19.4,"46,706",5.6,26.4
49023,12.3,"10,327",5.1,14.6
49025,12.3,"7,242",5.4,25.3
49027,13.7,"12,628",4.2,19.0
49029,5.4,"10,198",4.1,33.4
49031,21.8,"1,523",7.6,17.0
49033,11.2,"2,276",4.7,17.0
49035,12.7,"1,080,866",4.5,31.0
49037,27.6,"14,990",8.3,18.4
49039,18.2,"28,243",5.7,20.8
49041,13.7,"20,844",5.5,16.4
49043,7.6,"38,453",4.2,48.7
49045,9.1,"60,718",5.5,20.4
49047,10.8,"35,690",4.4,16.2
49049,13.8,"551,926",4.3,36.5
49051,8.2,"26,563",4.8,33.4
49053,15.4,"147,719",5.6,26.4
49055,15.9,"2,732",11.1,25.2
49057,13.3,"238,422",5.5,22.7
50000,12.3,"626,855",4.4,34.8
50001,10.5,"36,898",4.1,35.6
50003,15.1,"36,692",5.2,32.3
50005,14.3,"31,151",5.4,26.6
50007,10.1,"159,818",3.4,47.4
50009,18.1,"6,196",7.2,14.7
50011,11.8,"48,272",4.2,23.7
50013,9.7,"6,982",4.9,30.3
50015,12.3,"25,050",5.6,36.4
50017,13.0,"28,879",4.2,29.9
50019,15.0,"27,170",6.9,21.3
50021,13.5,"60,545",5.4,28.0
50023,12.6,"59,221",4.3,38.1
50025,14.7,"43,808",4.7,33.5
50027,11.2,"56,173",4.1,34.0
51000,11.7,"8,270,345",5.7,35.2
51001,19.3,"33,021",7.0,17.2
51003,9.5,"103,014",4.8,52.2
51005,13.7,"16,121",6.7,16.4
51007,12.1,"12,727",5.9,14.0
51009,14.2,"32,193",6.1,17.4
51011,16.2,"15,230",6.4,15.0
51013,8.5,"226,012",3.4,71.7
51015,8.9,"73,835",5.2,19.9
51017,11.7,"4,607",5.3,20.2
51019,8.9,"75,740",5.7,25.0
51021,15.0,"6,695",6.7,14.7
51023,7.4,"33,029",5.2,24.9
51025,21.7,"16,659",9.4,12.2
51027,24.4,"23,555",10.9,8.3
51029,22.8,"17,127",7.8,11.9
51031,13.3,"54,851",5.9,17.1
51033,14.5,"29,285",7.0,16.8
51035,16.5,"29,837",8.2,12.8
51036,12.2,"7,106",6.7,13.9
51037,19.7,"12,312",7.8,15.6
51041,8.0,"327,892",5.6,36.3
51043,7.9,"14,348",4.7,31.3
51045,12.9,"5,196",7.1,14.6
51047,10.1,"48,488",5.4,22.6
51049,18.2,"9,838",6.6,14.0
51051,21.8,"15,449",10.9,10.5
51053,14.5,"27,926",7.3,12.8
51057,15.5,"11,200",6.6,14.7
51059,6.0,"1,134,423",4.4,58.6
51061,7.0,"67,233",4.9,33.2
51063,14.2,"15,528",5.4,16.0
51065,8.2,"25,916",4.8,28.8
51067,14.4,"56,388",5.9,19.1
51069,7.9,"81,257",5.3,27.5
51071,13.3,"16,939",7.0,16.6
51073,10.6,"36,848",5.2,22.0
51075,7.5,"21,639",5.1,38.0
51077,18.3,"15,176",9.6,10.9
51079,11.5,"18,839",4.8,24.1
51081,26.3,"11,761",7.9,7.2
51083,22.2,"35,389",9.1,15.2
51085,5.6,"101,198",5.0,35.5
51087,11.3,"318,943",5.6,39.7
51089,18.5,"52,527",9.1,11.2
51091,14.6,"2,219",4.3,20.9
51093,10.6,"35,643",5.7,25.5
51095,7.5,"70,964",5.3,45.8
51097,13.4,"7,118",6.1,14.1
51099,7.9,"24,950",5.7,31.1
51101,9.1,"16,103",5.6,19.2
51103,15.2,"11,128",7.5,28.3
51105,29.0,"25,202",8.8,11.7
51107,3.8,"350,959",4.4,57.9
51109,11.7,"34,004",5.7,18.8
51111,21.4,"12,498",7.1,11.9
51113,12.7,"13,187",4.4,21.8
51115,10.5,"8,922",5.1,27.2
51117,17.1,"31,336",9.3,13.7
51119,15.5,"10,758",5.5,27.4
51121,23.4,"96,696",5.6,42.4
51125,15.8,"14,789",5.5,26.7
51127,6.7,"19,482",5.1,23.2
51131,22.4,"12,082",9.0,20.2
51133,16.1,"12,231",7.4,22.1
51135,23.5,"15,701",6.0,12.0
51137,10.4,"34,623",5.9,22.2
51139,15.3,"23,769",9.3,11.4
51141,19.4,"18,316",8.0,10.7
51143,15.2,"62,547",6.9,13.7
51145,7.7,"28,241",5.1,27.6
51147,23.5,"22,820",8.4,21.9
51149,12.9,"37,303",6.9,17.9
51153,7.0,"440,166",5.2,38.1
51155,15.7,"34,512",7.5,16.2
51157,10.3,"7,453",5.1,32.4
51159,20.3,"8,951",6.3,12.3
51161,7.7,"93,694",5.0,33.1
51163,13.6,"22,334",5.8,23.2
51165,9.6,"77,715",5.1,23.4
51167,18.8,"28,274",8.5,10.5
51169,18.4,"22,632",7.1,10.9
51171,11.6,"42,729",5.6,19.8
51173,17.3,"31,741",8.9,15.0
51175,16.7,"18,186",5.7,13.6
51177,7.7,"127,696",5.8,28.2
51179,6.4,"136,988",5.6,36.2
51181,13.6,"6,794",7.2,16.7
51183,24.0,"11,808",9.0,10.3
51185,17.5,"44,107",8.5,12.9
51187,12.0,"38,607",6.1,20.5
51191,14.9,"54,763",6.4,22.3
51193,15.3,"17,562",6.8,14.9
51195,19.3,"40,620",10.1,13.1
51197,15.1,"29,339",7.7,15.0
51199,6.0,"65,944",5.4,42.0
51510,8.8,"149,312",4.0,61.4
51515,20.2,,,25.0
51520,21.6,"17,436",7.1,19.6
51530,17.2,"6,675",6.7,14.9
51540,22.9,"45,093",4.7,49.9
51550,9.6,"230,431",5.9,29.3
51570,10.8,"17,708",6.5,20.5
51580,16.9,"5,833",8.4,8.3
51590,25.0,"42,770",9.8,17.2
51595,26.0,"5,565",9.8,16.0
51600,7.3,"24,194",4.2,51.9
51610,3.0,"13,469",3.9,74.4
51620,21.9,"8,632",9.2,20.6
51630,17.5,"27,862",6.4,35.1
51640,22.8,"7,014",8.5,14.5
51650,15.6,"136,948",7.4,22.5
51660,29.3,"51,518",6.7,35.1
51670,22.6,"22,209",9.5,10.2
51678,24.3,"7,232",8.6,41.7
51680,22.6,"78,710",7.1,31.2
51683,10.1,"41,725",5.3,28.7
51685,8.4,"15,409",5.1,26.0
51690,25.8,"13,748",11.2,16.7
51700,17.5,"182,015",6.7,23.9
51710,23.3,"245,480",6.9,25.3
51720,22.0,"4,017",8.4,20.5
51730,28.1,"32,593",11.6,14.9
51735,5.5,"12,125",5.0,37.2
51740,20.9,"96,174",8.0,19.5
51750,31.3,"17,277",7.5,32.1
51760,25.4,"214,704",6.8,34.8
51770,23.3,"98,815",6.6,23.6
51775,10.1,"25,282",5.8,30.8
51790,15.8,"24,318",5.8,28.0
51800,11.5,"85,749",6.3,26.2
51810,9.0,"449,308",5.4,32.9
51820,16.7,"21,250",6.0,19.1
51830,21.1,"14,745",7.7,49.8
51840,14.1,"27,497",5.8,28.6
53000,14.1,"6,973,742",7.0,31.9
53001,17.6,"19,073",8.8,14.0
53003,16.8,"22,104",7.4,17.8
53005,13.2,"184,453",8.9,28.9
53007,16.0,"74,037",7.2,23.9
53009,17.5,"72,250",9.6,24.2
53011,12.6,"443,312",9.4,26.0
53013,17.0,"4,036",8.5,17.2
53015,15.9,"101,729",10.0,15.4
53017,14.4,"39,459",8.1,17.3
53019,22.1,"7,663",13.6,16.1
53021,17.1,"86,614",9.3,15.0
53023,15.1,"2,248",7.8,22.7
53025,18.4,"92,084",8.6,14.6
53027,19.4,"71,001",11.8,14.1
53029,10.9,"78,589",7.5,31.7
53031,13.6,"30,067",9.3,36.5
53033,12.4,"2,046,956",4.9,46.6
53035,11.4,"253,205",7.1,29.5
53037,19.0,"41,781",7.7,33.6
53039,15.9,"20,843",10.2,19.5
53041,18.9,"75,102",10.6,14.0
53043,14.1,"10,283",6.9,20.3
53045,18.2,"60,521",10.0,17.3
53047,21.7,"41,136",8.5,16.5
53049,19.0,"20,434",11.5,17.8
53051,18.8,"12,924",12.2,17.8
53053,14.1,"820,219",8.3,24.0
53055,10.4,"15,871",6.0,45.1
53057,16.3,"118,742",8.5,23.6
53059,13.0,"11,255",10.5,20.8
53061,11.2,"746,446",5.7,28.9
53063,17.0,"479,327",8.1,28.4
53065,16.5,"43,433",10.7,18.6
53067,12.5,"262,561",7.5,32.3
53069,14.9,"4,044",12.6,14.3
53071,17.3,"59,637",7.4,26.0
53073,16.4,"206,248",7.3,31.9
53075,26.4,"46,758",6.0,48.9
53077,21.1,"247,297",9.9,15.5
54000,18.4,"1,853,595",6.7,18.3
54001,21.4,"16,796",7.0,11.5
54003,13.2,"108,684",5.5,19.8
54005,22.5,"24,087",9.5,8.5
54007,22.3,"14,445",10.1,11.2
54009,14.7,"23,706",7.8,17.0
54011,23.4,"97,181",5.8,25.8
54013,21.0,"7,533",10.2,10.2
54015,23.6,"9,202",12.0,8.1
54017,18.1,"8,417",5.4,12.4
54019,22.6,"45,567",8.6,11.6
54021,31.1,"8,650",6.6,16.6
54023,16.7,"11,788",8.2,10.9
54025,17.7,"35,749",7.4,17.1
54027,16.9,"23,467",6.9,8.2
54029,14.6,"30,229",8.1,15.7
54031,18.0,"13,973",9.0,9.5
54033,16.1,"68,926",5.5,19.8
54035,18.1,"29,187",7.0,15.8
54037,11.3,"54,961",4.7,27.6
54039,15.3,"191,394",5.9,25.0
54041,17.4,"16,455",6.4,15.6
54043,23.7,"21,520",9.5,8.2
54045,22.2,"35,981",9.7,9.2
54047,36.5,"20,890",12.5,5.8
54049,15.3,"56,758",5.9,20.3
54051,16.9,"32,580",7.4,14.2
54053,22.3,"27,146",9.4,10.0
54055,26.7,"61,910",7.6,17.7
54057,16.4,"27,707",7.4,13.2
54059,24.9,"25,948",11.2,10.7
54061,19.2,"102,217",4.5,38.1
54063,17.3,"13,502",6.3,13.7
54065,15.4,"17,422",6.0,15.8
54067,18.6,"25,987",9.5,14.1
54069,15.3,"43,728",5.7,29.1
54071,18.0,"7,443",5.4,13.0
54073,15.0,"7,596",7.2,10.5
54075,19.2,"8,673",8.6,16.4
54077,17.0,"33,708",6.4,12.6
54079,11.0,"56,586",5.7,24.0
54081,20.2,"78,629",7.3,17.0
54083,18.5,"29,566",7.2,19.1
54085,19.1,"10,077",6.1,10.6
54087,23.1,"14,655",10.4,10.3
54089,22.6,"13,532",7.6,12.7
54091,17.2,"16,992",5.6,15.5
54093,16.3,"6,953",6.9,15.4
54095,17.9,"8,998",8.5,9.4
54097,20.6,"24,662",7.0,15.4
54099,20.0,"41,525",6.9,11.5
54101,27.1,"8,881",10.4,8.6
54103,19.7,"16,191",9.2,10.2
54105,21.3,"5,875",10.1,10.9
54107,17.9,"86,400",6.2,18.4
54109,24.3,"22,960",9.2,8.7
55000,13.5,"5,742,953",6.8,26.8
55001,15.1,"20,504",10.7,12.1
55003,18.1,"16,064",9.1,21.7
55005,13.5,"45,604",7.5,16.2
55007,13.9,"15,125",10.9,28.5
55009,12.1,"254,765",6.2,26.8
55011,12.0,"13,330",6.6,17.2
55013,14.3,"15,316",8.4,16.7
55015,6.4,"49,644",5.3,27.6
55017,11.5,"63,199",6.8,18.6
55019,14.5,"34,562",7.0,11.6
55021,9.2,"56,613",6.5,21.3
55023,14.3,"16,424",8.1,15.4
55025,13.7,"510,027",4.7,46.6
55027,9.4,"88,399",6.9,15.8
55029,10.1,"27,873",9.7,29.0
55031,17.3,"43,796",6.7,21.7
55033,14.9,"44,221",6.4,24.7
55035,13.7,"101,704",5.7,31.0
55037,13.5,"4,517",8.1,14.5
55039,9.1,"101,648",6.2,20.0
55041,18.1,"9,128",10.7,12.2
55043,17.2,"51,120",5.9,19.1
55045,10.7,"37,086",5.8,20.6
55047,13.9,"18,967",8.0,16.6
55049,11.0,"23,740",6.5,21.7
55051,15.3,"5,887",10.8,20.8
55053,16.0,"20,585",7.2,14.8
55055,10.6,"84,610",6.4,23.0
55057,14.8,"26,540",8.2,12.4
55059,15.8,"167,521",7.6,23.2
55061,10.0,"20,474",6.4,13.5
55063,14.8,"117,330",5.3,29.9
55065,11.7,"16,766",5.4,16.5
55067,16.1,"19,572",9.0,13.2
55069,12.4,"28,676",8.4,14.5
55071,10.7,"80,623",7.4,18.7
55073,11.1,"135,365",6.7,22.2
55075,14.3,"41,497",7.9,13.6
55077,11.5,"15,149",8.4,12.9
55078,38.8,"4,382",15.9,15.8
55079,22.4,"956,386",8.4,28.1
55081,14.2,"45,249",6.9,17.4
55083,9.7,"37,334",7.7,14.9
55085,11.6,"35,696",8.6,23.6
55087,8.6,"180,225",6.1,26.4
55089,6.0,"87,095",5.3,44.9
55091,12.7,"7,368",5.7,17.1
55093,10.6,"40,733",5.3,25.7
55095,10.5,"43,424",7.2,19.3
55097,13.8,"70,587",6.9,27.5
55099,15.5,"13,772",6.8,15.3
55101,13.3,"194,922",8.4,23.0
55103,15.7,"17,779",6.1,15.0
55105,14.3,"160,633",7.8,19.4
55107,18.5,"14,371",8.6,14.3
55109,6.3,"85,908",5.4,33.0
55111,12.0,"63,063",6.3,21.0
55113,17.6,"16,513",10.8,22.0
55115,14.2,"41,594",7.4,15.3
55117,11.0,"114,868",6.1,22.4
55119,13.8,"20,577",6.5,13.6
55121,9.9,"29,579",5.6,17.5
55123,13.9,"30,285",6.0,19.5
55125,14.4,"21,355",10.1,24.1
55127,12.9,"103,079",6.9,26.2
55129,13.6,"15,673",7.5,20.3
55131,7.0,"132,746",5.7,27.6
55133,5.8,"393,940",5.5,40.2
55135,12.3,"52,212",7.3,16.6
55137,13.1,"24,330",8.5,14.3
55139,12.6,"169,360",6.4,25.5
55141,11.7,"73,944",7.3,18.8
56000,10.9,"583,223",4.7,24.7
56001,20.2,"37,574",3.7,48.0
56003,11.2,"12,006",5.2,21.2
56005,7.5,"48,210",4.2,18.8
56007,14.2,"15,791",4.3,17.7
56009,9.4,"14,316",3.7,18.8
56011,7.8,"7,158",4.4,20.9
56013,15.3,"41,052",5.7,21.2
56015,16.3,"13,578",4.2,20.5
56017,12.5,"4,856",4.7,17.9
56019,8.7,"8,622",5.1,26.6
56021,10.2,"96,015",4.8,25.1
56023,8.9,"18,326",5.8,21.0
56025,10.1,"81,143",4.5,22.3
56027,15.0,"2,549",3.5,18.5
56029,10.0,"29,154",5.1,27.8
56031,10.9,"8,735",4.4,23.2
56033,10.1,"29,836",5.5,27.4
56035,6.3,"10,087",4.7,23.3
56037,8.7,"45,205",4.4,18.1
56039,7.7,"22,375",5.6,48.7
56041,12.0,"21,031",5.3,18.9
56043,11.3,"8,450",5.0,23.6
56045,9.9,"7,154",3.6,17.2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
